title,artist,lyrics,audio_path,genius_url,preview_url,lastfm_tags,vibe,fetch_errors,sources,spotify_id,kaggle_track_name,kaggle_artist,album,valence,energy,tempo,danceability,acousticness,instrumentalness,speechiness,liveness,key,mode,label_source
No Me Doy por Vencido,Luis Fonsi,"Me quedo callado, soy como un niño dormido
Que puede despertarse con apenas solo un ruido
Cuando menos te lo esperas, cuando menos lo imagino
Sé que un día no me aguanto y voy y te miro

Y te lo digo a los gritos
Y te ríes y me tomas por un loco atrevido
Pues no sabes cuánto tiempo en mis sueños has vivido
Ni sospechas cuando te nombré

Yo, yo no me doy por vencido
Yo quiero un mundo contigo
Juro que vale la pena esperar
Y esperar, y esperar un suspiro
Una señal del destino
No me canso, no me rindo
No me doy por vencido

Tengo una flor de bolsillo
Marchita de buscar a una mujer que me quiera
Y reciba su perfume hasta traer la primavera
Y me enseñe lo que no aprendí de la vida
Que brilla más cada día
Porque estoy tan solo a un paso de ganarme la alegría
Porque el corazón levanta una tormenta enfurecida
Desde aquel momento en que te vi

Yo, yo no me doy por vencido
Yo quiero un mundo contigo
Juro que vale la pena esperar
Y esperar, y esperar un suspiro
Una señal del destino
No me canso, no me rindo
No me doy por vencido

Este silencio esconde demasiadas palabras
No me detengo, pase lo que pase, seguiré

Yo, yo no me doy por vencido
Yo quiero un mundo contigo
Juro que vale la pena esperar
Y esperar, y esperar un suspiro
Una señal del destino
No me canso, no me rindo
No me doy por vencido

Oh, juro que vale la pena esperar
Y esperar, y esperar un suspiro
Una señal del destino
No me canso, no me rindo
No me doy por vencido",,https://genius.com/Luis-fonsi-no-me-doy-por-vencido-lyrics,,,aggressive,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ANo+Me+Doy+por+Vencido+artist%3ALuis+Fonsi&type=track&limit=5,genius,4lerOTNr2tFWJCAmmhymhi,No Me Doy Por Vencido,Luis Fonsi,Palabras Del Silencio (Edición Aniversario - Un Año Despues),0.407,0.663,172.768,0.31,0.443,0.0,0.101,0.609,3.0,1.0,kaggle
Umbrella,Rihanna,"Uh-huh, uh-huh (Yeah, Rihanna)
Uh-huh, uh-huh (
Good Girl Gone Bad
)
Uh-huh, uh-huh (Take three, action)
Uh-huh, uh-huh (Hov)
[Verse 1: JAY-Z & 
Rihanna
]
No clouds in my stones, let it rain, I hydroplane in the bank
Comin' down with the Dow Jones (Ayy, ayy, ayy)
When the clouds come, we go, we Roc-A-Fella (
Ayy-ayy-ayy, ayy
)
We fly higher than weather, in G5's or better
You know me (You know me), in anticipation for precipitation
Stack chips for the rainy day
Jay, Rain Man is back (
Ayy, ayy, ayy
)
With Little Miss Sunshine, Rihanna, where you at? (Ayy-ayy-ayy, ayy)

You have my heart
And we'll never be worlds apart
May be in magazines
But you'll still be my star
Baby, 'cause in the dark
You can't see shiny cars
And that's when you need me there
With you, I'll always share because

When the sun shine, we shine together
Told you I'll be here forever
Said ""I'll always be your friend""
Took an oath, I'ma stick it out 'til the end
Now that it's rainin' more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella

Ella-ella, ayy, ayy, ayy
Under my umbrella
Ella-ella, ayy, ayy, ayy
Under my umbrella
Ella-ella, ayy, ayy, ayy
Under my umbrella
Ella-ella, ayy, ayy, ayy
Ayy, ayy, ayy

These fancy things
Will never come in between
You're part of my entity
Here for infinity
When the war has took its part
When the world has dealt its cards
If the hand is hard
Together, we'll mend your heart because

When the sun shine, we shine together
Told you I'll be here forever
Said ""I'll always be your friend""
Took an oath, I'ma stick it out 'til the end
Now that it's rainin' more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella

Ella-ella, ayy, ayy, ayy
Under my umbrella
Ella-ella, ayy, ayy, ayy
Under my umbrella
Ella-ella, ayy, ayy, ayy
Under my umbrella
Ella-ella, ayy, ayy, ayy
Ayy, ayy, ayy

You can run into my arms
It's okay, don't be alarmed
Come into me
There's no distance in between our love
So, gonna let the rain pour
I'll be all you need and more
Because

When the sun shine, we shine together
Told you I'll be here forever
Said ""I'll always be your friend""
Took an oath, I'ma stick it out 'til the end
Now that it's rainin' more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella

Ella-ella, ayy, ayy, ayy
Under my umbrella
Ella-ella, ayy, ayy, ayy
Under my umbrella
Ella-ella, ayy, ayy, ayy
Under my umbrella
Ella-ella, ayy, ayy, ayy
Ayy, ayy, ayy

It's rainin', rainin'
Ooh, baby, it's rainin', rainin'
Baby, come into me
Come into me
It's rainin', rainin'
Ooh, baby, it's rainin', rainin'
You can always come into me
Come into me
It's pourin' rain
It's pourin' rain
Come into me
Come into me
It's pourin' rain
It's pourin' rain
Come into me
Come into me",,https://genius.com/Rihanna-umbrella-lyrics,,,energetic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AUmbrella+artist%3ARihanna&type=track&limit=5,genius,49FYlytm3dAAraYgpoJZux,Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,0.575,0.829,174.028,0.583,0.00864,0.0,0.134,0.0426,1.0,1.0,kaggle
Diamonds,Rihanna,"Shine bright like a diamond
Shine bright like a diamond

Find light in the beautiful sea
I choose to be happy
You and I, you and I
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

I knew that we'd become one right away
Oh, right away
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful like diamonds in the sky
Eye to eye, so alive
We're beautiful like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky

Palms rise to the universe
As we moonshine and Molly
Feel the warmth, we'll never die
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful like diamonds in the sky
Eye to eye, so alive
We're beautiful like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky

Shine bright like a diamond
Shine bright like a diamond
Shine bright like a diamond

So shine bright, tonight, you and I
We're beautiful like diamonds in the sky
Eye to eye, so alive
We're beautiful like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Oh, yeah
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Shine bright like a diamond",,https://genius.com/Rihanna-diamonds-lyrics,,,aggressive,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ADiamonds+artist%3ARihanna&type=track&limit=5,genius,1z9kQ14XBSN0r2v6fx4IdG,Diamonds,Rihanna,Unapologetic (Edited Version),0.393,0.71,91.972,0.564,0.00125,0.0,0.0461,0.109,11.0,0.0,kaggle
Mayores,Becky G,"Woah-oh, oh-oh-oh
Oh, oh, oh, woah
Woah-oh, oh, oh

A mí me gusta que me traten como dama
Aunque a veces se me olvide cuando estamos en la cama
A mí me gusta que me digan poesía
Al oído por la noche cuando hacemos groserías

Me gusta un caballero, que sea interesante
Que sea un buen amigo pero más un buen amante
¿Qué importan unos años de más?

A mí me gustan mayores
De esos que llaman señores
De los que te abren la puerta y te mandan flores
A mí me gustan más grandes
Que no me quepa en la boca
Los besos que quiera darme y que me vuelva loca

Loca, oh-oh, oh, oh, oh
Loca, oh-oh, oh, oh, oh

Yo no soy viejo pero tengo la cuenta como uno
Si quiere' a la cama yo te llevo el desayuno
Como yo ninguno, un caballero con veintiuno (Yeh)
Yo estoy puesto pa' to' tu' locuras
Que tú quiere' un viejo, ¿'tás segura? (Wuh)
Yo te prometo un millón de aventura'
Y en la cama te duro lo que él no dura
Yo estoy activo 24/7
Conmigo no hacen falta lo' juguete'
Yo todavía nuevo de paquete
Pero si te gustan usa'o pues con otro vete

A mí me gustan mayores
De esos que llaman señores
De los que te abren la puerta y te mandan flores
A mí me gustan más grandes
Que no me quepa en la boca
Los besos que quiera darme y que me vuelva loca

Loca, oh-oh, oh, oh, oh
Loca, oh-oh, oh, oh, oh

Yo no quiero un niño que no sepa nada
Yo prefiero un tipo que me dé la talla
Yo no quiero un niño que no sepa nada
Yo prefiero un tipo que me dé la talla

A mí me gustan, me gustan mayores
De esos que llaman señores
De los que te abren la puerta y te mandan flores
A mí me gustan más grandes
Que no me quepa en la boca
Los besos que quiera darme y que me vuelva loca

Loca, oh-oh, oh, oh, oh
Loca, oh-oh, oh, oh, oh
Loca, oh-oh, oh, oh, oh
Loca, oh-oh, oh, oh, oh
Loca

Bad Bunny, baby
Jeje
Becky G
Becky G",,https://genius.com/Becky-g-and-bad-bunny-mayores-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AMayores+artist%3ABecky+G&type=track&limit=5,genius,7JNh1cfm0eXjqFVOzKLyau,Mayores,Becky G,Mayores,0.871,0.855,96.989,0.743,0.141,0.0045,0.0436,0.099,5.0,0.0,kaggle
Smells Like Teen Spirit,Nirvana,"Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah

Hey, yay

I'm worse at what I do best
And for this gift, I feel blessed
Our little group has always been
And always will until the end

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah

Hey, yay


And I forget just why I taste
Oh, yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh, well, whatever, never mind

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial",,https://genius.com/Nirvana-smells-like-teen-spirit-lyrics,,,energetic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ASmells+Like+Teen+Spirit+artist%3ANirvana&type=track&limit=5,genius,4hy4fb5D1KL50b3sng9cjw,Smells Like Teen Spirit,Nirvana,Nirvana (International Version),0.826,0.875,116.754,0.48,1.62e-05,0.000751,0.0429,0.103,1.0,1.0,kaggle
Ay Vamos,J Balvin,"Cuando no la llamo, siempre me hace reclamo'
Discutimos, peleamos
Pero llego a casa en la noche
La molesto y arreglamos (Uh)

Ah-ah-ah-ah (Ey), ah-ah-ah-ah (Eh)
Peleamo', nos arreglamo'
Nos mantenemo' en esa, pero nos amamo', ay, vamos
Ah-ah-ah-ah, ah-ah-ah-ah
Qué pena me daría (Cuánta), no tenerte en mi vida, vida mía, mami
Ah-ah-ah-ah, ah-ah-ah-ah (Eh)
Peleamo', nos arreglamo' (Wuh)
Nos mantenemo' en esa, pero nos amamo', y ay, vamos
Ah-ah-ah-ah (Yah), ah-ah-ah-ah (Wuh)
Qué pena me daría no tenerte en mi vida, vida mía, ay, vamos

No importa si estás lejos, siempre te siento presente
Y estoy pendiente a ti frecuentemente
Cuando estoy en la calle resolviendo mis problemas
Es pa' nuestro futuro, yo no sé por qué me celas
No soy un santo, tampoco ando en cosas malas
Cuando no estoy contigo, es porque ando con mis panas
Somos polos opuestos y por eso nos gustamos
¿Qué má' le vamo' a hacer si así nos enamoramos?
Que ahí vamos

Ah-ah-ah-ah, ah-ah-ah-ah
Peleamo', nos arreglamo'
Nos mantenemo' en esa, pero nos amamo', ay, vamos
Ah-ah-ah-ah, ah-ah-ah-ah
Qué pena me daría (Cuánta), no tenerte en mi vida, vida mía, mami

Todos los día' yo la tengo que ver
Así peleemos, primero mi mujer
Mami, no me celes tanto
Que yo siempre me conmuevo con tu llanto

Nena, nena, tranquilícese, que en la calle a nadie besé
Yo sólo tengo ojos pa' usted
Relájate, despreocúpate
Nena, nena, tranquilícese, que en la calle a nadie besé
Yo sólo tengo ojos pa' usted
Relájate, despreocúpate
Que ahí vamos

Ah-ah-ah-ah, ah-ah-ah-ah (Eh)
Peleamo', nos arreglamo' (Wuh)
Nos mantenemo' en esa, pero nos amamo', y ay, vamos
Ah-ah-ah-ah (Yah), ah-ah-ah-ah (Wuh)
Qué pena me daría no tenerte en mi vida, vida mía, ay, vamos

Nena, nena, tranquilícese
J Balvin, the business man
Que en la calle a nadie besé
Sky Rompiendo el bajo
Nena, nena, tranquilícese
Mosty, Bull Nene
Que en la calle a nadie besé
Infinity Music, leggo (Infinity)
¿Estamo' rompiendo o no estamo' rompiendo, muchacho?
Okay, The Business
One, two, three, leggo",,https://genius.com/J-balvin-ay-vamos-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AAy+Vamos+artist%3AJ+Balvin&type=track&limit=5,genius,6Ges5C2IE738iJh4HyQizQ,Ay Vamos,J Balvin,La Familia B Sides,0.92,0.711,173.916,0.718,0.157,5.54e-05,0.11,0.1,8.0,0.0,kaggle
Yeah!,USHER,"[Intro: USHER & 
Lil Jon
]
Peace up, A-Town down
Yeah
 (Yeah)
Okay (Okay)
Usher, Usher
And Lil Jon
Yeah-yeah-yeah, yeah, yeah, yeah
Yeah-yeah-yeah, yeah, yeah, yeah (What it do, shawty?)
Let's go

Up in the club with my homies
Tryna get a little V-I, keep it down on the low-key (Low-key)
'Cause you know how it is (Hey, hey)
I saw this shorty, she was checkin' up on me
From the game she was spittin' in my ear, you would think that she know me (Know me)
I decided to chill (Okay)
Conversation got heavy (
Hey
)
She had me feelin' like she's ready to blow
Watch out! (Oh)
Watch out!
She was sayin', ""Come get me"" (Come get me)
So I got up and followed her to the floor
She said, ""Baby, let's go"" (
Let's go
)
When I told her, I said

Yeah
, yeah
Shawty got down low, she said, ""Come and get me""
Yeah
, yeah
I got so caught up, I forgot she told me
Yeah
, yeah
Her and my girl used to be the best of homies
Yeah
, yeah
Next thing I knew, she was all up on me screamin'
Yeah
, 
yeah
, yeah, 
yeah
, yeah, yeah
Yeah
, 
yeah
, yeah, 
yeah
, yeah, yeah

So she's all up in my head now
Got me thinkin' that it might be a good idea to take her with me (With me)
'Cause she's ready to leave (Ready to leave now; oh, let's go)
Now I gotta keep it real now (Yeah)
'Cause on a one-to-ten, she's a certified twenty
But that just ain't me (Hey)
'Cause I don't know if I take that chance
Just where's it gonna lead
But what I do know is the way she dance
Make shorty alright with me (Hey, hey, hey)
The way she get low
I'm like, ""Yeah, just work that out for me""
She asked for one more dance
And I'm like, ""Yeah, how the hell am I supposed to leave?"" And I said (
Let's go, bring the beat back
)

Yeah
, yeah
Shawty got down low, she said, ""Come and get me""
Yeah
, yeah
I got so caught up, I forgot she told me
Yeah
, yeah
Her and my girl used to be the best of homies
Yeah
, yeah
Next thing I knew, she was all up on me screamin'
Yeah
, 
yeah
, yeah, 
yeah
, yeah, yeah
Yeah
, 
yeah
, yeah, 
yeah
, yeah, yeah (Hey, hey, Luda)

Watch out, my outfit's ridiculous
In the club, lookin' so conspicuous
And raow, these women all on the prowl
If you hold the head steady, I'ma milk the cow (
Yeah
)
And forget about game, I'ma spit the truth (
What
)
I won't stop 'til I get 'em in they birthday suit (
Yeah
)
So gimme the rhythm and it'll be off with they clothes
Then 
bend over to the front and touch your toes
I left the Jag' and I took the Rolls
If they ain't cuttin', then I put 'em on foot patrol (
Let's go
, ow)
How you like me now
When my pinky's valued over three hundred thousand?
Let's drink, you the one to please (
Yeah
)
Ludacris fill cups like double Ds (
Yeah
)
Me and Ursh once more and we leaves 'em dead
We want a lady in the street, but a freak in the bed, that say

Yeah
, yeah
Shawty got down low, she said, ""Come and get me""
Yeah
, yeah
I got so caught up, I forgot she told me
Yeah
, yeah
Her and my girl used to be the best of homies
Yeah
, yeah
Next thing I knew, she was all up on me screamin'
Yeah
, 
yeah
, yeah, 
yeah
, yeah, yeah
Yeah
, 
yeah
, yeah, 
yeah
, yeah, yeah

Take that and rewind it back
Lil Jon got the beat that make ya booty go
Take that, rewind it back
Usher got the voice make ya booty go
Take that, rewind it back
Ludacris got the flow that make ya booty go
Take that, rewind it back
Lil Jon got the beat that make ya booty go",,https://genius.com/Usher-yeah-lyrics,,,energetic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AYeah%21+artist%3AUSHER&type=track&limit=5,genius,0XUfyU2QviPAs6bxSpXYG4,Yeah!,Usher,Confessions,0.592,0.788,104.997,0.881,0.0212,0.0,0.168,0.0377,2.0,1.0,kaggle
Mi Soledad y Yo,Alejandro Sanz,"¿Cómo estás? ¿qué tal te va?
¿Allí es de día o es de noche?
¿Es bonita esa ciudad para ir de vacaciones?
Y el hotel, ¿era verdad que es tan romántico y lujoso
Como en la publicidad, con esas playas de las fotos?

En Madrid está lloviendo y todo sigue como siempre
Solamente que no estás, y el tiempo pasa lentamente
Estoy loco por que vuelvas; hace tanto que te fuiste
No te irás a enamorar allí, lo prometiste

Por favor, cuando puedas, llámame
Que mi soledad y yo, sin ti no nos llevamos bien
Me paso el día planeando nuestro encuentro imaginario
Oh, no, no

Te besaré como nadie en este mundo te besó
Te amaré con el cuerpo y con la mente
Con la piel y el corazón
Vuelve pronto, te esperamos
Mi soledad y yo…
Te besaré como nadie en este mundo te besó
Te amaré con el cuerpo y con la mente
Con la piel y el corazón
Vuelve pronto, te esperamos
Mi soledad y yo

Ya no te entretengo más; sé que te está esperando alguien
Dile que debe hablar más bajo, al que ha dicho que no tardes
Solo un último favor te pido antes de colgar
Dile que te cuide mucho; ¿me prometes que lo harás?

Y ahora, cálmate
Que no note que has llorado
Disimula que estás bien, como yo lo hago
Y mientras, seguiré pensando en nuestro encuentro imaginario
No, no, no, no…

Te besaré como nadie en este mundo te besó
Te amaré con el cuerpo y con la mente
Con la piel y el corazón
Vuelve pronto, te esperamos
Mi soledad y yo…
…Como nadie en este mundo te besó
Te amaré… con la piel y el corazón
Mi soledad y yo…
Te besaré como nadie en este mundo te besó
Te amaré con el cuerpo y con la mente
Con la piel y el corazón
Vuelve pronto, te esperamos
Mi soledad y yo
No, no... no, no...",,https://genius.com/Alejandro-sanz-mi-soledad-y-yo-lyrics,,,dark,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AMi+Soledad+y+Yo+artist%3AAlejandro+Sanz&type=track&limit=5,genius,0HF2v0OhCB24qGiHpoSuNv,Mi soledad y yo,Alejandro Sanz,Grandes exitos 1991-1996,0.217,0.534,78.77,0.281,0.163,1.05e-05,0.0333,0.12,8.0,0.0,kaggle
Can’t Stop,Red Hot Chili Peppers,"Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation
Defunkt, the pistol that you pay for
This punk, the feelin' that you stay for
In time I want to be your best friend
East side love is living on the West End

Knocked out, but, boy, you better come to (Oh, oh-oh)
Don't die, you know, the truth as some do (Oh-oh)
Go write your message on the pavement (
Oh-oh
)
Burn so bright, I wonder what the wave meant
White heat is screamin' in the jungle (
Oh, oh-oh
)
Complete the motion if you stumble (
Oh-oh
)
Go ask the dust for any answers (
Oh-oh
)
Come back strong with fifty belly dancers

The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to

Sweetheart is bleeding in the snow cone
So smart, she's leadin' me to ozone
Music, the great communicator
Use two sticks to make it in the nature
I'll get you into penetration
The gender of a generation
The birth of every other nation
Worth your weight, the gold of meditation

This chapter's gonna be a close one (
Oh, oh-oh
)
Smoke rings, I know you're gonna blow one (Oh-oh)
All on a spaceship, persevering (
Oh-oh
)
Use my hands for everything but steering
Can't stop the spirits when they need you (Oh, oh-oh)
Mop tops are happy when they feed you (
Oh-oh
)
J. Butterfly is in the treetop (
Oh-oh
)
Birds that blow the meaning into bebop

The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to

Wait a minute, I'm passin' out, win or lose
Just like you
Far more shockin' than anything I ever knew
How 'bout you?
Ten more reasons why I need somebody new
Just like you
Far more shockin' than anything I ever knew
Right on cue


Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation
Defunkt, the pistol that you pay for (
Oh, oh-oh
)
This punk, the feelin' that you stay for (Oh-oh)
In time I want to be your best friend (Oh-oh)
East side love is living on the West End
Knocked out, but boy, you better come to (Oh, oh-oh)
Don't die, you know, the truth is some do (Oh-oh)
Go write your message on the pavement (
Oh-oh
)
Burn so bright, I wonder what the wave meant

Kick start the golden generator
Sweet talk but don't intimidate her
Can't stop the gods from engineering
Feel no need for any interfering
Your image in the dictionary
This life is more than ordinary
Can I get two, maybe even three of these?
Comin' from the space to teach you of the Pleiades

Can't stop the spirits when they need you
This life is more than just a read-through",,https://genius.com/Red-hot-chili-peppers-cant-stop-lyrics,,,energetic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ACan%E2%80%99t+Stop+artist%3ARed+Hot+Chili+Peppers&type=track&limit=5,genius,3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),0.875,0.938,91.455,0.618,0.0179,0.0,0.0456,0.167,9.0,1.0,kaggle
Say So,Doja Cat,"Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so

It's been a long time since you fell in love
You ain't coming out your shell, you ain't really been yourself
Tell me, what must I do? (Do tell, my love)
'Cause luckily, I'm good at reading
I wouldn't bug him, but he won't stop cheesin'
And we can dance all day around it
If you frontin', I'll be bouncing
If you want it, scream it, shout it, babe
Before I leave you dry

Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so (Yeah)

Let me check my chest, my breath right quick (Ha)
He ain't ever seen it in a dress like this (Ah)
He ain't ever even been impressed like this
Prolly why I got him quiet on the set like zip
Like it, love it, need it bad
Take it, own it, steal it fast
Boy, stop playing, grab my ass
Why you actin' like you shy? (Hot)
Shut it, save it, keep it pushin'
Why you beating 'round the bush?
Knowin' you want all this woman
Never knock it 'til you try (Yah, yah)
All of them bitches hating I have you with me
All of my niggas sayin' you mad committed
Realer than anybody you had, and pretty
All of the body-ody, the ass and titties

Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so

Mm-hmm
Uh-huh, oh
Uh-huh, uh-huh, uh-huh
Mm-hmm
Uh-huh, oh
Uh-huh, uh-huh, uh-huh",,https://genius.com/Doja-cat-say-so-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ASay+So+artist%3ADoja+Cat&type=track&limit=5,genius,3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,Hot Pink,0.786,0.673,110.962,0.787,0.256,3.57e-06,0.158,0.0904,11.0,0.0,kaggle
Heart-Shaped Box,Nirvana,"She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Your advice

Meat-eating orchids forgive no one just yet
Cut myself on angel hair and baby's breath
Broken hymen of your highness, I'm left black
Throw down your umbilical noose so I can climb right back

Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Your advice


She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Your advice
Your advice
Your advice",,https://genius.com/Nirvana-heart-shaped-box-lyrics,,,dark,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AHeart-Shaped+Box+artist%3ANirvana&type=track&limit=5,genius,11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,0.382,0.641,203.006,0.256,0.199,0.0329,0.0552,0.0853,1.0,1.0,kaggle
TELÉFONO,Aitana,"Solo cuando llueve me buscas
Solo cuando hay frío te asustas
Sabes que tu fuerte es pedir perdón
Sabes que en el fondo tengo la razón
Para decir la verdad
Ya no hay nada que hablar
Y no voy a buscarte
Y si en el invierno siempre hay tentación
Que se venga el verano

Hoy he dejado mi teléfono para no llamarte
Para no llamarte, para no llamarte
Hoy he dejado mi teléfono para no llamarte
Para no llamarte, para así olvidarte

Una llamada perdida fácil se olvida
Tú puedes seguir, seguir rogándome
Tú puedes seguir, seguir mintiéndome
No voy a seguir, seguir creyéndote
Cierra la puerta, vas de salida
Y aunque, la verdad, yo nunca te esperé
Yo ya he estado sola, y sola yo estoy bien
No necesito a nadie

Hoy he dejado mi teléfono para no llamarte
Para no llamarte, para no llamarte
Hoy he dejado mi teléfono para no llamarte
Para no llamarte, para así olvidarte

Oh, oh, oh
Para no llamarte
Oh, oh, oh

Solo cuando llueve me buscas
Solo cuando hay frío te asustas
Sabes que tu fuerte es pedir perdón
Sabes que en el fondo tengo la razón

Hoy he dejado mi teléfono para no llamarte (para no llamarte, no)
Para no llamarte (para no llamarte, no)
Para no llamarte (para no llamarte, no oh, oh)
Hoy he dejado mi teléfono (hoy he dejado, oh)
Para no llamarte (para no llamarte, no)
Para no llamarte, para así olvidarte (para así olvidarte, oh, woah)

Oh, oh, oh
Para no llamarte
Oh, oh, oh

Ah... ah...",,https://genius.com/Aitana-telefono-lyrics,,,energetic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ATEL%C3%89FONO+artist%3AAitana&type=track&limit=5,genius,5h8VHxOBK1VWWj46T8fSly,TELÉFONO,Aitana,TELÉFONO,0.564,0.829,172.161,0.691,0.102,0.000177,0.158,0.0698,11.0,0.0,kaggle
